meanRSSI,varRSSI,meanSNR,varSNR,CFO,PLR,CRC,SF,CR,meanToA,label
-103.0750,1.0131,-0.4750,0.0431,290.4556,0.0909,0,10,5,289000.0000,1
-103.1500,1.3400,-0.5500,0.0600,289.4070,0.0909,0,10,5,289000.0000,1
-104.5000,0.5125,-0.6000,0.0525,285.8418,0.0909,0,10,5,289000.0000,1
-104.4000,0.4275,-0.3000,0.0475,285.6321,0.0909,0,10,5,289000.0000,1
-103.8000,0.4350,-0.1000,0.1275,286.2612,0.0909,0,10,5,289000.0000,1
-103.4750,0.5931,0.0250,0.0431,284.5835,0.0909,0,10,5,289000.0000,1
-103.2000,0.5350,-0.2500,0.0875,284.1641,0.0909,0,10,5,289000.0000,1
-103.8500,0.6650,-0.5500,0.0850,287.3098,0.0909,0,10,5,289000.0000,1
-104.5000,0.5000,-0.7000,0.1600,282.6961,0.0909,0,10,5,289000.0000,1
-104.4000,0.6525,-0.6000,0.0525,285.2127,0.0909,0,10,5,289000.0000,1
-104.0250,0.2556,-0.6250,0.0156,285.8418,0.0909,0,10,5,289000.0000,1
-103.7000,0.7350,-0.7000,0.0850,281.2281,0.0909,0,10,5,289000.0000,1
-102.8750,0.9781,-0.5750,0.0631,284.1641,0.0909,0,10,5,289000.0000,1
-103.0500,0.2100,0.1750,0.0631,283.5349,0.0909,0,10,5,289000.0000,1
-103.1000,0.6900,1.6000,0.2525,284.3738,0.0909,0,10,5,289000.0000,1
-102.6750,0.2006,1.0750,0.7006,285.6321,0.0909,0,10,5,289000.0000,1
-101.8500,0.5775,0.1500,0.9025,284.1641,0.0909,0,10,5,289000.0000,1
-102.5250,0.6806,0.9500,1.2975,282.9058,0.0909,0,10,5,289000.0000,1
-101.5000,0.2500,1.1750,0.6381,283.7447,0.0909,0,10,5,289000.0000,1
-102.6750,1.4506,-1.1250,7.5781,285.6321,0.0909,0,10,5,289000.0000,1
-104.4500,0.6725,-3.6500,0.2025,287.5195,0.0909,0,10,5,289000.0000,1
-103.8000,0.3850,-2.8000,0.1350,287.3098,0.0909,0,10,5,289000.0000,1
-103.7750,0.5056,-2.7750,0.8056,290.0361,0.0909,0,10,5,289000.0000,1
-102.7750,0.3056,-0.9750,1.2056,290.2458,0.0909,0,10,5,289000.0000,1
-103.8000,1.4725,3.0500,12.9350,288.7778,0.0909,0,10,5,289000.0000,1
-104.6000,0.2525,1.0250,23.6306,290.2458,0.0909,0,10,5,289000.0000,1
-104.0000,0.3750,-4.3000,0.1350,292.3430,0.0909,0,10,5,289000.0000,1
-103.9750,0.2681,-4.2750,0.0931,293.3916,0.0909,0,10,5,289000.0000,1
-104.6750,0.3381,-4.7750,0.0431,292.5527,0.0909,0,10,5,289000.0000,1
-104.6000,0.1275,-4.7000,0.1475,292.9721,0.0909,0,10,5,289000.0000,1
-104.5750,0.5631,-4.8750,0.4281,293.8110,0.0909,0,10,5,289000.0000,1
-106.0750,0.1131,-6.4750,0.3431,293.8110,0.0909,0,10,5,289000.0000,1
-104.5750,1.6756,-3.7000,7.8225,290.4556,0.0909,0,10,5,289000.0000,1
-103.9000,1.2525,-3.4000,2.3025,290.4556,0.0909,0,10,5,289000.0000,1
-105.0500,0.6350,-5.0500,0.1850,288.3584,0.0909,0,10,5,289000.0000,1
-105.3500,0.2650,-5.0500,0.0850,285.2127,0.0909,0,10,5,289000.0000,1
-105.4500,0.2725,-5.0500,0.1725,286.4710,0.0909,0,10,5,289000.0000,1
-105.3000,0.2100,7.5500,0.9350,291.9236,0.0909,0,10,5,289000.0000,1
-104.5000,0.4500,3.2750,0.7056,292.9721,0.0909,0,10,5,289000.0000,1
-104.6000,0.2400,1.8500,0.0525,292.1333,0.0909,0,10,5,289000.0000,1
-104.7000,0.2100,1.7500,0.0375,290.4556,0.0909,0,10,5,289000.0000,1
-104.8000,0.3600,1.7750,0.0681,292.3430,0.0909,0,10,5,289000.0000,1
-104.2000,0.7600,-0.9500,11.2975,293.3916,0.0909,0,10,5,289000.0000,1
-104.8250,0.5381,-4.4250,0.0381,293.6013,0.0909,0,10,5,289000.0000,1
-104.1500,0.2650,-3.5500,0.0350,295.4887,0.0909,0,10,5,289000.0000,1
-104.9000,0.2900,-4.1000,0.3400,295.4887,0.0909,0,10,5,289000.0000,1
-104.4500,0.2600,-3.6500,0.0900,294.0207,0.0909,0,10,5,289000.0000,1
-104.0000,0.6875,-3.0000,0.0375,291.9236,0.0909,0,10,5,289000.0000,1
-104.2250,0.2181,-3.0250,0.0181,291.9236,0.0909,0,10,5,289000.0000,1
-104.4250,0.4631,-3.1250,0.1281,287.5196,0.0909,0,10,5,289000.0000,1
-104.0250,0.7181,-3.4250,0.0881,292.3430,0.0909,0,10,5,289000.0000,1
-104.4500,1.5975,-2.4500,1.0475,294.2304,0.0909,0,10,5,289000.0000,1
-104.4750,1.2056,-1.1750,0.1506,292.3430,0.0909,0,10,5,289000.0000,1
-104.0750,0.7506,-0.9750,0.0056,293.3916,0.0909,0,10,5,289000.0000,1
-103.7250,0.6806,-0.7250,0.0306,292.9721,0.0909,0,10,5,289000.0000,1
-103.8000,0.7350,-1.3000,0.2350,292.3430,0.2857,0,10,5,289000.0000,1
-103.1500,0.0900,0.3750,0.2281,294.8596,0.0909,0,10,5,289000.0000,1
-103.0250,0.2056,0.7750,0.2306,290.4556,0.0909,0,10,5,289000.0000,1
-103.3000,0.2100,0.6500,0.1400,291.9236,0.0909,0,10,5,289000.0000,1
-103.3000,0.6100,0.4750,0.2056,293.1819,0.0909,0,10,5,289000.0000,1
-103.4500,0.4600,0.2250,0.2431,296.7470,0.0909,0,10,5,289000.0000,1
